,movie_title,soup
739,Jack Reacher,color christophermcquarrie robertduvall action crime mystery thriller tomcruise davidoyelowo coma mysteriousvillain policechase shootingrange sniper english usa pg-13
740,Deep Blue Sea,color rennyharlin michaelrapaport action sci-fi thriller llcoolj saffronburrows alzheimer'sdisease experiment humanversusshark research underwaterheadquarters english usa r
741,This Is It,color kennyortega mekiacox documentary music mishagabrielhamilton judithhill 2000s boxofficehit comeback rehearsal year2009 english usa pg
742,Contagion,color stevensoderbergh moniquegabrielacurnen drama thriller mattdamon griffinkane contagion cure infection panic virus english usa pg-13
743,Kangaroo Jack,color davidmcnally dyancannon action adventure comedy crime estellawarren billhunter australia bodypaint kangaroo mob money english usa pg
744,Coraline,blackandwhite henryselick dawnfrench animation family fantasy jennifersaunders johnhodgman dream newhome parallelworlds scissors secretdoor english usa pg
745,The Happening,color m.nightshyamalan alanruck sci-fi thriller zooeydeschanel kristenconnolly bee nature park school teacher english usa r
746,Man on Fire,color tonyscott radhamitchell action crime drama thriller denzelwashington giancarlogiannini bodyguard journalist kidnapping mexico policecorruption english usa r
747,The Shaggy Dog,color brianrobbins joeldavidmoore comedy family fantasy robertdowneyjr. kristindavis animalashuman dogmovie elevator humanbecomingananimal sheepdog english usa pg
748,Starsky & Hutch,color toddphillips carmenelectra comedy crime snoopdogg fredwilliamson cocaine cop criminal partner police english usa pg-13
749,Jingle All the Way,color brianlevant harveykorman comedy family jimbelushi jakelloyd actionfigure christmas hero karate toy english usa pg
750,Hellboy,color guillermodeltoro rupertevans action fantasy horror sci-fi jamesbabson briansteele assassin demon hero nazi superhero english usa pg-13
751,A Civil Action,color stevenzaillian kathleenquinlan drama robertduvall sydneypollack 1980s lawfirm lawsuit lawyer toxicwaste english usa pg-13
752,ParaNorman,color chrisbutler kodismit-mcphee adventure animation comedy family fantasy annakendrick elainestritch curse ghost outcast witch zombie english usa pg
753,The Jackal,color michaelcaton-jones brucewillis action adventure crime thriller j.k.simmons sophieokonedo assassin fbi ira jackal russian english usa r
754,Paycheck,color johnwoo joemorton action mystery sci-fi thriller ivanamilicevic callumrennie antihero babescientist engineer memory money english usa pg-13
755,Up Close & Personal,color jonavnet stockardchanning drama romance joemantegna raymondcruz journalism newsanchor newscast newscaster tvjournalism english usa pg-13
756,The Tale of Despereaux,color samfell matthewbroderick adventure animation comedy family fantasy emmawatson franklangella book darkness dungeon princess rat english uk g
758,The Tuxedo,color kevindonovan debimazar action comedy sci-fi romanymalco ritchiecoster chauffeur hospital secretagent spying tuxedo english usa pg-13
759,Under Siege 2: Dark Territory,color geoffmurphy brendabakke action thriller petergreene patrickkilpatrick colorado niece satellite terrorist train english usa r
760,Jack Ryan: Shadow Recruit,color kennethbranagh nonsoanozie action drama thriller colmfeore gemmachan covertanalyst marine russian spy stockmarket english usa pg-13
761,Joy,color davido.russell robertdeniro biography comedy drama jenniferlawrence bradleycooper basedonrealperson femaleinventor mop salespitch womanholdingashotgun english usa pg-13
762,London Has Fallen,color babaknajafi radhamitchell action crime drama thriller gerardbutler juliankostov british funeral goodversusevil mole sequel english uk r
763,Alien: Resurrection,color jean-pierrejeunet michaelwincott action horror sci-fi garydourdan raymondcruz alien blood breeding clone scientist english usa r
764,Shooter,color antoinefuqua nedbeatty action crime drama mystery thriller tatedonovan louisferreira colonel ethiopia marksman ontherun rangefinder english usa r
765,The Boxtrolls,color grahamannable deebradleybaker adventure animation comedy family fantasy isaachempsteadwright tracymorgan chase puppetanimation redhat stopmotionanimation troll english usa pg
766,Practical Magic,color griffindunne diannewiest comedy drama fantasy romance goranvisnjic stockardchanning curse death island love magic english usa pg-13
767,The Lego Movie,color phillord willferrell action adventure animation comedy family fantasy morganfreeman alisonbrie basedontoy dualpersonality evilbusinessman goodcopbadcop lego english australia pg
768,Miss Congeniality 2: Armed and Fabulous,color johnpasquin diedrichbader action comedy crime eileenbrennan treatwilliams bodyguard fbi fbiagent femaleprotagonist undercover english usa pg-13
769,Reign of Fire,color robbowman gerardbutler action adventure fantasy sci-fi thriller christianbale matthewmcconaughey castle dragon firebreathingdragon militia survival english usa pg-13
770,Gangster Squad,color rubenfleischer brandonmolale action crime drama thriller ryangosling wadewilliams goodversusevil machinegun mobster policevigilantism year1949 english usa r
771,Year One,color haroldramis oliverplatt adventure comedy oliviawilde xanderberkeley abraham hunter princess sodom tribe english usa pg-13
772,Invictus,color clinteastwood morganfreeman biography drama history sport mattdamon leletikhumalo apartheid nation nelsonmandela president rugby english usa pg-13
774,Duplicity,color tonygilroy tomwilkinson comedy crime romance thriller juliaroberts deniso'hare ceo dubai product rivalry spy english usa pg-13
775,My Favorite Martian,color donaldpetrie raywalston comedy family sci-fi stevenanthonylawrence michaellerner alien hiddencamera martian reporter spaceship english usa pg
776,The Sentinel,color clarkjohnson davidrasche action crime thriller blairbrown martindonovan firstlady framed investigation president secretservice english usa pg-13
777,Planet 51,color jorgeblanco garyoldman adventure animation comedy family sci-fi dwaynejohnson jamescorden alien alienplanet astronaut planet teenager english spain pg
778,Star Trek: Nemesis,color stuartbaird levarburton action adventure sci-fi thriller tomhardy jonathanfrakes earth federation romulan slave space english usa pg-13
779,Intolerable Cruelty,color joelcoen pauladelstein comedy crime romance cedrictheentertainer juliaduffy attorney divorce marriage realestate screwballcomedy english usa pg-13
781,Edge of Darkness,color martincampbell raywinstone crime drama mystery thriller bojananovakovic deniso'hare activist detective fatherdaughterrelationship investigation vigilantism english uk r
782,The Relic,color peterhyams penelopeannmiller horror mystery sci-fi thriller johnkapelos chimuoilo fire helicopter museum policesergeant relic english uk r
783,Analyze That,color haroldramis cathymoriarty comedy crime robertdeniro joeviterelli blonde mafia mentalillness prison secondpart english usa r
784,Righteous Kill,color jonavnet alpacino action crime drama mystery thriller robertdeniro 50cent bloodsplatter execution newyorkcity nypd serialkiller english usa r
785,Mercury Rising,color haroldbecker mikohughes action crime drama thriller brucewillis carriepreston autisticchild boy childindanger fbi nsa english usa r
786,The Soloist,color joewright stephenroot biography drama music robertdowneyjr. rachaelharris columnist journalist losangelestimes musician wearingatrafficconeasahat english uk pg-13
787,The Legend of Bagger Vance,color robertredford willsmith drama fantasy sport mattdamon charlizetheron caddy game golf golfcourse golfer english usa pg-13
788,Almost Famous,color cameroncrowe zooeydeschanel adventure comedy drama music philipseymourhoffman michaelangarano band magazine rollingstonemagazine smokingmarijuana tour english usa r
790,xXx: State of the Union,color leetamahori nonagaye action adventure crime thriller sunnymabrey xzibit coupd'etat mutiny president u.s.navy washingtond.c. english usa pg-13
791,Priest,color scottstewart alandale action fantasy horror sci-fi thriller joshwingate jacobhopkins church priest sheriff vampire warrior english usa pg-13
792,Sinbad: Legend of the Seven Seas,color patrickgilmore adrianogiannini adventure animation comedy drama family fantasy romance bradpitt timothywest book framed goddess prince sinbad english usa pg
793,Event Horizon,color paulw.s.anderson joelyrichardson horror sci-fi thriller seanpertwee kathleenquinlan solarsystem space spaceship starship year2047 english uk r
794,The Avengers,color josswhedon robertdowneyjr. action adventure sci-fi chrishemsworth scarlettjohansson alieninvasion assassin battle ironman soldier english usa pg-13
795,Dragonfly,color tomshadyac susannathompson drama fantasy mystery romance thriller joemorton mattcraven death doctor grave patient venezuela english usa pg-13
796,The Black Dahlia,color briandepalma miakirshner crime drama mystery thriller scarlettjohansson mikestarr blackdahlia boxer corpse death partner english germany r
797,Flyboys,blackandwhite tonybill tylerlabine action adventure drama history romance war jamesfranco philipwinchester american france military pilot training english uk pg-13
798,The Last Castle,color rodlurie delroylindo action drama thriller cliftoncollinsjr. michaelirby colonel general military prison threestargeneral english usa r
799,Supernova,color walterhill wilsoncruz horror sci-fi thriller robertforster vanessamarshall deepspace distresssignal explosion mining rescue english usa pg-13
800,Winter's Tale,color akivagoldsman williamhurt drama fantasy mystery romance mattbomer kevincorrigan blackandwhitephotograph drawingwithblood fallingthroughice playingpiano redhairedwoman english usa pg-13
801,The Mortal Instruments: City of Bones,color haraldzwart kevinzegers fantasy horror mystery romance aidanturner cchpounder battle demon magic secret warrior english usa pg-13
802,Meet Dave,color brianrobbins mikeo'malley adventure comedy family romance sci-fi marcblucas shawnchristian alien mutiny orb planet spaceship english usa pg
803,Dark Water,color waltersalles camrynmanheim drama horror thriller dougrayscott arielgade apartment hellokitty school teacher water english usa pg-13
